93	534
95	534
91	533
92	533
94	533
96	533
89	532
90	532
95	532
87	531
88	531
96	531
86	530
96	530
84	529
85	529
97	529
83	528
98	528
81	527
82	527
99	527
100	527
101	527
80	526
102	526
78	525
79	525
102	525
76	524
77	524
101	524
74	523
75	523
101	523
72	522
73	522
101	522
69	521
70	521
71	521
101	521
68	520
102	520
66	519
67	519
102	519
63	518
64	518
65	518
103	518
62	517
103	517
62	516
103	516
62	515
103	515
62	514
104	514
62	513
104	513
62	512
104	512
62	511
105	511
62	510
105	510
62	509
105	509
63	508
106	508
63	507
106	507
63	506
107	506
63	505
107	505
63	504
107	504
109	504
64	503
107	503
108	503
110	503
64	502
111	502
64	501
110	501
64	500
109	500
64	499
109	499
64	498
110	498
111	498
64	497
112	497
113	497
64	496
114	496
64	495
114	495
115	495
65	494
116	494
65	493
116	493
65	492
117	492
66	491
117	491
66	490
118	490
66	489
119	489
67	488
120	488
67	487
120	487
67	486
121	486
67	485
121	485
67	484
121	484
68	483
122	483
68	482
123	482
68	481
124	481
69	480
125	480
126	480
127	480
69	479
128	479
69	478
126	478
127	478
69	477
127	477
70	476
128	476
70	475
128	475
71	474
128	474
71	473
129	473
71	472
130	472
72	471
130	471
131	471
72	470
132	470
73	469
132	469
73	468
132	468
74	467
132	467
74	466
133	466
75	465
134	465
135	465
136	465
76	464
137	464
138	464
76	463
139	463
77	462
140	462
141	462
77	461
142	461
77	460
143	460
77	459
143	459
77	458
143	458
77	457
144	457
77	456
144	456
77	455
144	455
76	454
145	454
76	453
145	453
76	452
145	452
76	451
145	451
76	450
145	450
75	449
145	449
75	448
145	448
76	447
144	447
76	446
144	446
76	445
144	445
77	444
144	444
78	443
144	443
79	442
144	442
80	441
81	441
144	441
82	440
144	440
83	439
143	439
84	438
144	438
85	437
144	437
86	436
144	436
87	435
144	435
87	434
144	434
88	433
144	433
88	432
144	432
89	431
144	431
90	430
144	430
90	429
144	429
90	428
144	428
91	427
144	427
91	426
144	426
91	425
144	425
92	424
144	424
92	423
144	423
92	422
145	422
92	421
145	421
92	420
145	420
93	419
145	419
93	418
145	418
93	417
146	417
93	416
146	416
93	415
146	415
94	414
146	414
94	413
146	413
94	412
146	412
94	411
147	411
94	410
147	410
94	409
147	409
95	408
147	408
95	407
147	407
95	406
148	406
95	405
148	405
95	404
148	404
95	403
149	403
95	402
149	402
95	401
149	401
95	400
150	400
95	399
150	399
95	398
150	398
95	397
150	397
96	396
151	396
96	395
151	395
96	394
151	394
96	393
151	393
96	392
152	392
96	391
152	391
96	390
152	390
96	389
153	389
96	388
153	388
96	387
154	387
95	386
154	386
95	385
154	385
95	384
155	384
95	383
155	383
95	382
155	382
95	381
156	381
95	380
156	380
95	379
157	379
95	378
157	378
95	377
158	377
95	376
158	376
95	375
159	375
94	374
160	374
94	373
160	373
94	372
160	372
94	371
161	371
94	370
162	370
94	369
163	369
94	368
164	368
94	367
164	367
165	367
93	366
166	366
93	365
166	365
93	364
167	364
93	363
168	363
92	362
168	362
92	361
169	361
92	360
170	360
92	359
171	359
91	358
172	358
91	357
173	357
91	356
174	356
90	355
175	355
759	355
762	355
763	355
90	354
176	354
755	354
756	354
757	354
758	354
760	354
761	354
764	354
765	354
90	353
176	353
177	353
750	353
751	353
752	353
753	353
754	353
766	353
89	352
178	352
748	352
749	352
767	352
770	352
771	352
772	352
89	351
179	351
744	351
745	351
746	351
747	351
764	351
765	351
766	351
769	351
773	351
89	350
179	350
742	350
743	350
767	350
768	350
773	350
88	349
180	349
739	349
740	349
741	349
772	349
88	348
181	348
736	348
737	348
738	348
773	348
774	348
775	348
776	348
777	348
88	347
182	347
735	347
773	347
778	347
87	346
183	346
732	346
733	346
734	346
779	346
87	345
184	345
185	345
730	345
731	345
780	345
87	344
186	344
728	344
729	344
781	344
782	344
783	344
784	344
87	343
186	343
726	343
727	343
785	343
86	342
187	342
724	342
725	342
785	342
86	341
188	341
722	341
723	341
785	341
85	340
189	340
720	340
721	340
785	340
85	339
190	339
718	339
719	339
784	339
785	339
787	339
788	339
85	338
191	338
717	338
786	338
789	338
84	337
192	337
193	337
715	337
716	337
789	337
84	336
194	336
714	336
789	336
84	335
194	335
195	335
712	335
713	335
790	335
83	334
196	334
709	334
710	334
711	334
791	334
83	333
197	333
708	333
792	333
83	332
198	332
706	332
707	332
793	332
82	331
199	331
704	331
705	331
793	331
82	330
200	330
702	330
703	330
793	330
82	329
201	329
700	329
701	329
794	329
82	328
202	328
698	328
699	328
795	328
81	327
203	327
696	327
697	327
795	327
81	326
204	326
694	326
695	326
796	326
81	325
205	325
692	325
693	325
796	325
81	324
206	324
690	324
691	324
797	324
80	323
207	323
688	323
689	323
797	323
80	322
208	322
209	322
686	322
687	322
797	322
80	321
210	321
684	321
685	321
797	321
80	320
211	320
682	320
683	320
797	320
80	319
211	319
212	319
680	319
681	319
798	319
79	318
213	318
678	318
679	318
798	318
79	317
214	317
676	317
677	317
798	317
79	316
215	316
674	316
675	316
798	316
79	315
216	315
672	315
673	315
798	315
79	314
217	314
670	314
671	314
798	314
79	313
218	313
219	313
668	313
669	313
798	313
79	312
220	312
667	312
798	312
79	311
220	311
221	311
664	311
665	311
666	311
798	311
78	310
222	310
663	310
798	310
78	309
223	309
661	309
662	309
798	309
78	308
224	308
659	308
660	308
798	308
78	307
225	307
658	307
798	307
78	306
226	306
656	306
657	306
798	306
77	305
227	305
654	305
655	305
797	305
77	304
228	304
653	304
797	304
77	303
229	303
230	303
651	303
652	303
797	303
77	302
231	302
649	302
650	302
797	302
77	301
232	301
648	301
797	301
77	300
232	300
233	300
646	300
647	300
797	300
77	299
234	299
644	299
645	299
796	299
77	298
235	298
642	298
643	298
796	298
77	297
236	297
641	297
796	297
77	296
237	296
640	296
796	296
77	295
238	295
239	295
638	295
639	295
796	295
77	294
240	294
636	294
637	294
795	294
77	293
241	293
635	293
795	293
77	292
242	292
632	292
633	292
634	292
795	292
77	291
243	291
244	291
631	291
795	291
77	290
245	290
630	290
631	290
794	290
77	289
246	289
628	289
629	289
794	289
77	288
247	288
627	288
794	288
77	287
248	287
249	287
625	287
626	287
794	287
77	286
250	286
623	286
624	286
793	286
77	285
251	285
252	285
622	285
793	285
77	284
253	284
620	284
621	284
793	284
77	283
254	283
255	283
618	283
619	283
792	283
78	282
256	282
617	282
792	282
78	281
257	281
258	281
615	281
616	281
792	281
78	280
259	280
614	280
792	280
78	279
260	279
261	279
612	279
613	279
791	279
78	278
262	278
611	278
791	278
78	277
263	277
264	277
608	277
609	277
610	277
791	277
78	276
265	276
607	276
790	276
78	275
266	275
267	275
605	275
606	275
790	275
79	274
268	274
269	274
604	274
790	274
79	273
270	273
271	273
602	273
603	273
789	273
79	272
272	272
601	272
789	272
79	271
272	271
273	271
274	271
598	271
599	271
600	271
789	271
79	270
275	270
276	270
597	270
788	270
79	269
277	269
595	269
596	269
788	269
80	268
278	268
279	268
592	268
593	268
594	268
788	268
80	267
280	267
281	267
591	267
787	267
80	266
282	266
283	266
589	266
590	266
591	266
787	266
80	265
284	265
285	265
587	265
588	265
787	265
80	264
286	264
287	264
585	264
586	264
786	264
80	263
288	263
289	263
583	263
584	263
786	263
81	262
290	262
291	262
581	262
582	262
786	262
81	261
292	261
293	261
579	261
580	261
785	261
81	260
294	260
295	260
577	260
578	260
785	260
82	259
296	259
297	259
575	259
576	259
784	259
82	258
298	258
299	258
573	258
574	258
784	258
82	257
300	257
301	257
571	257
572	257
784	257
82	256
302	256
303	256
569	256
570	256
783	256
83	255
304	255
305	255
306	255
566	255
567	255
568	255
783	255
83	254
307	254
564	254
565	254
782	254
83	253
308	253
309	253
310	253
311	253
562	253
563	253
782	253
84	252
312	252
313	252
559	252
560	252
561	252
782	252
84	251
314	251
556	251
557	251
558	251
781	251
84	250
315	250
316	250
317	250
554	250
555	250
781	250
84	249
318	249
319	249
320	249
551	249
552	249
553	249
780	249
85	248
321	248
549	248
550	248
780	248
85	247
322	247
323	247
324	247
546	247
547	247
548	247
780	247
85	246
325	246
326	246
327	246
544	246
545	246
779	246
86	245
328	245
329	245
330	245
541	245
542	245
543	245
779	245
86	244
331	244
332	244
538	244
539	244
540	244
